         17821262 function calls (15304465 primitive calls) in 61.145 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 util.py:1217(BracketWidget)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 subprocess.py:1346(<setcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 _stats_py.py:5482(_ParallelP)
        1    0.000    0.000    0.000    0.000 distance.py:1644(CDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1666(_ShapeInfo)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:239(BFGS)
        1    0.000    0.000    0.000    0.000 _nonlin.py:310(TerminationCondition)
        1    0.000    0.000    0.000    0.000 _nonlin.py:374(Jacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1251(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2737(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _backend.py:33(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 _binomtest.py:10(BinomTestResult)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:409(_PageL)
        1    0.000    0.000    0.000    0.000 request.py:834(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 __init__.py:3512(Scrollbar)
        1    0.000    0.000    0.000    0.000 sonority_sequencing.py:43(SyllableTokenizer)
        1    0.000    0.000    0.000    0.000 brill.py:35(Pos)
        1    0.000    0.000    0.000    0.000 chart.py:1126(TopDownPredictRule)
        1    0.000    0.000    0.000    0.000 api.py:403(ProverCommandDecorator)
        1    0.000    0.000    0.000    0.000 discourse.py:103(CfgReadingCommand)
        1    0.000    0.000    0.000    0.000 prover9.py:112(Prover9Parent)
        1    0.000    0.000    0.000    0.000 wordlist.py:13(WordListCorpusReader)
        1    0.000    0.000    0.000    0.000 pl196x.py:23(TEICorpusView)
        1    0.000    0.000    0.000    0.000 stack_decoder.py:452(_Stack)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 __init__.py:2203(NullHandler)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 _interface.py:725(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 md.py:193(SuspiciousRange)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.000    0.000 _cubic.py:468(CubicSpline)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1685(TukeyHSDResult)
        1    0.000    0.000    0.000    0.000 featstruct.py:2068(SlashFeature)
        1    0.000    0.000    0.000    0.000 boxer.py:997(AbstractBoxerDrs)
        1    0.000    0.000    0.000    0.000 boxer.py:1301(BoxerProp)
        1    0.000    0.000    0.000    0.000 __init__.py:3433(Message)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3610(SetBase)
        1    0.000    0.000    0.000    0.000 api.py:592(TheoremToolThread)
        1    0.000    0.000    0.000    0.000 chart.py:261(CCGChartParser)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 __init__.py:1311(disable)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 index_tricks.py:612(ndindex)
        4    0.000    0.000    0.000    0.000 core.py:6484(__has_singleton)
        1    0.000    0.000    0.000    0.000 argparse.py:1233(FileType)
        1    0.000    0.000    0.000    0.000 _arrays.py:80(dia_array)
        1    0.000    0.000    0.000    0.000 arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:11(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1809(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _qmc.py:2119(MultinomialQMC)
        1    0.000    0.000    0.000    0.000 boxer.py:1158(BoxerPred)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 mwe.py:35(MWETokenizer)
        1    0.000    0.000    0.000    0.000 maxent.py:429(FunctionBackedMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:165(AlpinoCorpusReader)
        1    0.000    0.000    0.000    0.000 wordlist.py:144(MWAPPDBCorpusReader)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:335(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2018(overload)
        1    0.000    0.000    0.000    0.000 __init__.py:397(PyDLL)
        4    0.000    0.000    0.000    0.000 __init__.py:438(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(ndenumerate)
        1    0.000    0.000    0.000    0.000 utils.py:53(_Deprecate)
        1    0.000    0.000    0.000    0.000 arpack.py:907(SpLuInv)
        1    0.000    0.000    0.000    0.000 distance.py:1671(CDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 css_match.py:58(_FakeParent)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1680(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 request.py:1589(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 boxer.py:798(BoxerDrsParser)
        3    0.000    0.000    0.000    0.000 _regex_core.py:2544(max_width)
        1    0.000    0.000    0.000    0.000 xmlreader.py:165(Locator)
        1    0.000    0.000    0.000    0.000 stanford.py:139(StanfordPOSTagger)
        1    0.000    0.000    0.000    0.000 api.py:47(ModelBuilder)
        1    0.000    0.000    0.000    0.000 tagged.py:313(MacMorphoCorpusReader)
        1    0.000    0.000    0.000    0.000 snowball.py:5361(SpanishStemmer)
        1    0.000    0.000    0.000    0.000 __init__.py:644(_MethodFunc)
        1    0.000    0.000    0.000    0.000 __init__.py:1584(CheckboxValues)
        1    0.000    0.000    0.000    0.000 latin_1.py:13(Codec)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 case.py:246(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 arpack.py:956(IterInv)
        1    0.000    0.000    0.000    0.000 _optimize.py:57(MemoizeJac)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1205(LinearMixing)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:20(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:94(_Bunch)
        1    0.000    0.000    0.000    0.000 _polyint.py:222(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3600(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 logic.py:924(SubstituteBindingsI)
        1    0.000    0.000    0.000    0.000 __init__.py:3440(Radiobutton)
        1    0.000    0.000    0.000    0.000 grammar.py:1190(PCFG)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3360(fix_groups)
        1    0.000    0.000    0.000    0.000 stanford.py:176(StanfordNERTagger)
        1    0.000    0.000    0.000    0.000 earleychart.py:477(FeatureIncrementalTopDownChartParser)
        1    0.000    0.000    0.000    0.000 evaluate.py:12(DependencyEvaluator)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:22(DependencyScorerI)
        1    0.000    0.000    0.000    0.000 api.py:369(TheoremToolCommandDecorator)
        1    0.000    0.000    0.000    0.000 ibm3.py:328(Model3Counts)
        1    0.000    0.000    0.000    0.000 xmldocs.py:24(XMLCorpusReader)
        1    0.000    0.000    0.000    0.000 rte.py:54(RTEPair)
        1    0.000    0.000    0.000    0.000 comparative_sents.py:51(Comparison)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:970(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 common.py:124(OdeSolution)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5520(uniform_direction_gen)
        1    0.000    0.000    0.000    0.000 request.py:645(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2426(CallGroup)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 senna.py:45(SennaTagger)
        1    0.000    0.000    0.000    0.000 corenlp.py:40(CoreNLPServer)
        1    0.000    0.000    0.000    0.000 earleychart.py:287(IncrementalChartParser)
        1    0.000    0.000    0.000    0.000 snowball.py:4037(RomanianStemmer)
        1    0.000    0.000    0.000    0.000 simpledialog.py:270(_QueryDialog)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       10    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        2    0.000    0.000    0.000    0.000 subprocess.py:1463(_internal_poll)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Filter)
        1    0.000    0.000    0.000    0.000 py3k.py:84(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 parse.py:796(Quoter)
        1    0.000    0.000    0.000    0.000 arrayprint.py:905(FloatingFormat)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        2    0.000    0.000    0.000    0.000 _onenormest.py:121(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1259(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 __init__.py:2556(BaseWidget)
        1    0.000    0.000    0.000    0.000 __init__.py:3966(_setit)
        1    0.000    0.000    0.000    0.000 models.py:14(MLE)
        1    0.000    0.000    0.000    0.000 sequential.py:327(UnigramTagger)
        1    0.000    0.000    0.000    0.000 hmm.py:837(HiddenMarkovModelTrainer)
        1    0.000    0.000    0.000    0.000 featurechart.py:162(FeatureChart)
        1    0.000    0.000    0.000    0.000 regexp.py:1135(RegexpParser)
        1    0.000    0.000    0.000    0.000 ieer.py:63(IEERCorpusReader)
        1    0.000    0.000    0.000    0.000 rte.py:111(RTECorpusReader)
        3    0.000    0.000    0.000    0.000 porter.py:376(<lambda>)
        1    0.000    0.000    0.000    0.000 snowball.py:3691(PortugueseStemmer)
        1    0.000    0.000    0.000    0.000 api.py:103(new_id)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 __init__.py:1225(_StderrHandler)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:366(errstate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 __init__.py:42(TreeBuilderRegistry)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:180(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1644(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4536(multivariate_t_frozen)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 featstruct.py:1860(SubstituteBindingsSequence)
        1    0.000    0.000    0.000    0.000 boxer.py:1398(BoxerOr)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1923(ZeroWidthBase)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:106(ChartCell)
        1    0.000    0.000    0.000    0.000 mace.py:229(Mace)
        1    0.000    0.000    0.000    0.000 prover9.py:307(Prover9)
        1    0.000    0.000    0.000    0.000 wordlist.py:97(UnicharsCorpusReader)
        1    0.000    0.000    0.000    0.000 string_category.py:29(StringCategoryCorpusReader)
        1    0.000    0.000    0.000    0.000 reviews.py:130(ReviewLine)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 chart.py:193(ForwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 internals.py:474(Counter)
        1    0.000    0.000    0.000    0.000 subprocess.py:170(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 probability.py:910(LaplaceProbDist)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        2    0.000    0.000    0.000    0.000 core.py:3423(shape)
        1    0.000    0.000    0.000    0.000 argparse.py:979(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1034(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1288(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1652(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 distance.py:1722(PDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 formatter.py:148(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 _optimize.py:2316(Brent)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:34(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:16(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1727(nchypergeom_wallenius_gen)
        1    0.000    0.000    0.000    0.000 pydoc.py:2214(ModuleScanner)
        1    0.000    0.000    0.000    0.000 pkgutil.py:194(ImpImporter)
        1    0.000    0.000    0.000    0.000 request.py:908(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 collections.py:251(LazySubsequence)
        1    0.000    0.000    0.000    0.000 __init__.py:3473(Scale)
        1    0.000    0.000    0.000    0.000 __init__.py:4367(LabelFrame)
        1    0.000    0.000    0.000    0.000 grammar.py:395(ProbabilisticProduction)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3239(_compile)
        1    0.000    0.000    0.000    0.000 maxent.py:1501(TadmMaxentClassifier)
        1    0.000    0.000    0.000    0.000 featurechart.py:309(FeatureSingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 pchart.py:132(SingleEdgeProbabilisticFundamentalRule)
        1    0.000    0.000    0.000    0.000 timit.py:480(SpeakerInfo)
        1    0.000    0.000    0.000    0.000 senseval.py:33(SensevalInstance)
        1    0.000    0.000    0.000    0.000 toolbox.py:324(ToolboxSettings)
        1    0.000    0.000    0.000    0.000 downloader.py:2098(_DownloadThread)
        2    0.000    0.000    0.000    0.000 _lxml.py:39(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        2    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 argparse.py:1084(_HelpAction)
        1    0.000    0.000    0.000    0.000 utils.py:1298(_Dummy)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        1    0.000    0.000    0.000    0.000 element.py:100(CharsetMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 _constraints.py:215(Bounds)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:33(RootResults)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5788(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:625(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1200(_DerivedBivariateSpline)
        1    0.000    0.000    0.000    0.000 _cubic.py:70(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 _hypotests.py:354(CramerVonMisesResult)
        1    0.000    0.000    0.000    0.000 _docscrape.py:101(ParseError)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 boxer.py:1371(BoxerCard)
        1    0.000    0.000    0.000    0.000 __init__.py:2657(Button)
        1    0.000    0.000    0.000    0.000 util.py:99(CutoffChecker)
        1    0.000    0.000    0.000    0.000 api.py:260(BaseProverCommand)
        1    0.000    0.000    0.000    0.000 discourse.py:131(DrtGlueReadingCommand)
        1    0.000    0.000    0.000    0.000 resolution.py:672(DebugObject)
        1    0.000    0.000    0.000    0.000 ibm5.py:637(Slots)
        1    0.000    0.000    0.000    0.000 toolbox.py:141(ToolboxData)
        1    0.000    0.000    0.000    0.000 dependency.py:72(DependencyCorpusView)
        1    0.000    0.000    0.000    0.000 snowball.py:2624(GermanStemmer)
        1    0.000    0.000    0.000    0.000 filedialog.py:233(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:332(Open)
        1    0.000    0.000    0.000    0.000 chart.py:309(CCGChart)
        4    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
        2    0.000    0.000    0.000    0.000 glob.py:215(_ishidden)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:48(PytestTester)
        1    0.000    0.000    0.000    0.000 core.py:6790(_frommethod)
        1    0.000    0.000    0.000    0.000 argparse.py:996(_AppendAction)
        1    0.000    0.000    0.000    0.000 distance.py:1697(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:601(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1567(_ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:128(EnergyState)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1196(_NQuad)
        1    0.000    0.000    0.000    0.000 pydoc.py:386(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1474(FileHandler)
        1    0.000    0.000    0.000    0.000 client.py:1481(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 collections.py:615(Trie)
        1    0.000    0.000    0.000    0.000 logic.py:872(TypeException)
        1    0.000    0.000    0.000    0.000 logic.py:1543(ConstantExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1691(LambdaExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1873(AndExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:191(Event)
        1    0.000    0.000    0.000    0.000 grammar.py:1013(FeatureValueType)
        1    0.000    0.000    0.000    0.000 models.py:63(StupidBackoff)
        1    0.000    0.000    0.000    0.000 _regex_core.py:30(error)
        1    0.000    0.000    0.000    0.000 xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 jsontags.py:32(JSONTaggedEncoder)
        1    0.000    0.000    0.000    0.000 senna.py:62(SennaChunkTagger)
        1    0.000    0.000    0.000    0.000 glue.py:731(DrtGlueFormula)
        1    0.000    0.000    0.000    0.000 linearlogic.py:290(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 tableau.py:567(Debug)
        1    0.000    0.000    0.000    0.000 ibm2.py:298(Model2Counts)
        1    0.000    0.000    0.000    0.000 ppattach.py:62(PPAttachmentCorpusReader)
        1    0.000    0.000    0.000    0.000 propbank.py:338(PropbankChainTreePointer)
        1    0.000    0.000    0.000    0.000 framenet.py:872(SpecialList)
        1    0.000    0.000    0.000    0.000 opinion_lexicon.py:38(IgnoreReadmeCorpusView)
        1    0.000    0.000    0.000    0.000 phrase_based.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simpledialog.py:359(_QueryFloat)
        1    0.000    0.000    0.000    0.000 simpledialog.py:381(_QueryString)
        1    0.000    0.000    0.000    0.000 combinator.py:54(ForwardCombinator)
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 internals.py:425(Deprecated)
        2    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 core.py:193(<listcomp>)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 argparse.py:939(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1103(_VersionAction)
        1    0.000    0.000    0.000    0.000 utils.py:42(KnownFailureException)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1769(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _morestats.py:4049(DirectionalStats)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3570(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:566(LazyIteratorList)
        1    0.000    0.000    0.000    0.000 drt.py:690(DrtLambdaExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:526(StringVar)
        1    0.000    0.000    0.000    0.000 text.py:252(TokenSearcher)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:1944(PyZipFile)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2997(has_simple_start)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3084(get_firstset)
        1    0.000    0.000    0.000    0.000 handler.py:345(LexicalHandler)
        1    0.000    0.000    0.000    0.000 sexpr.py:57(SExprTokenizer)
        1    0.000    0.000    0.000    0.000 simple.py:80(LineTokenizer)
        1    0.000    0.000    0.000    0.000 erroranalysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:287(ProbabilisticProjectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 api.py:504(ParallelProverBuilder)
        1    0.000    0.000    0.000    0.000 ppattach.py:45(PPAttachment)
        1    0.000    0.000    0.000    0.000 snowball.py:217(_StandardStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:3193(ItalianStemmer)
        1    0.000    0.000    0.000    0.000 dispersion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chart.py:223(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:216(BackwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 __init__.py:704(HtmlElementClassLookup)
        1    0.000    0.000    0.000    0.000 soupparser.py:94(_PseudoTag)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        3    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        5    0.000    0.000    0.000    0.000 platform.py:761(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 arpack.py:931(LuInv)
        1    0.000    0.000    0.000    0.000 element.py:74(NamespacedAttribute)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:25(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:294(Metropolis)
        1    0.000    0.000    0.000    0.000 base.py:258(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:179(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:585(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8985(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _covariance.py:501(CovViaDiagonal)
        1    0.000    0.000    0.000    0.000 request.py:1398(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 drt.py:983(PossibleAntecedents)
        1    0.000    0.000    0.000    0.000 logic.py:1913(EqualityExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:1928(XView)
        1    0.000    0.000    0.000    0.000 __init__.py:3980(OptionMenu)
        1    0.000    0.000    0.000    0.000 __init__.py:4169(BitmapImage)
        1    0.000    0.000    0.000    0.000 zipfile.py:716(_SharedFile)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4215(Info)
        1    0.000    0.000    0.000    0.000 api.py:314(BaseModelBuilderCommand)
        1    0.000    0.000    0.000    0.000 ibm5.py:576(Model5Counts)
        1    0.000    0.000    0.000    0.000 conll.py:491(ConllSRLInstanceList)
        1    0.000    0.000    0.000    0.000 wordlist.py:26(SwadeshCorpusReader)
        1    0.000    0.000    0.000    0.000 ieer.py:42(IEERDocument)
        1    0.000    0.000    0.000    0.000 indian.py:72(IndianCorpusView)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 argparse.py:705(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1061(_CountAction)
