         17821262 function calls (15304465 primitive calls) in 61.145 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
       34    0.000    0.000    0.000    0.000 porter.py:219(_ends_cvc)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _regex_core.py:3593(<genexpr>)
        6    0.000    0.000    0.000    0.000 compat.py:38(py3_data)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
       93    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 _multivariate.py:937(matrix_normal_gen)
      326    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
       22    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
      385    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 _interpolate.py:1478(BPoly)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:3722(round_)
        1    0.000    0.000    0.000    0.000 hmm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regexp.py:75(RegexpTokenizer)
        1    0.000    0.000    0.000    0.000 core.py:2814(__new__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5589(lognorm_gen)
       71    0.000    0.000    0.000    0.000 dataclasses.py:818(_set_qualname)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2703(MaskedArray)
       13    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       46    0.000    0.000    0.000    0.000 _docscrape.py:29(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pros_cons.py:1(<module>)
       33    0.000    0.000    0.000    0.000 dataclasses.py:379(_tuple_str)
        1    0.000    0.000    0.000    0.000 opinion_lexicon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sentiwordnet.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 __init__.py:225(<listcomp>)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
      462    0.000    0.000    0.000    0.000 css_types.py:72(__hash__)
        1    0.000    0.000    0.000    0.000 conll.py:22(ConllCorpusReader)
       32    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       16    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 senseval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weka.py:1(<module>)
      304    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.000    0.000 ntpath.py:315(expanduser)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       46    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       39    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        9    0.000    0.000    0.000    0.000 _regex_core.py:3687(max_width)
       29    0.000    0.000    0.000    0.000 os.py:746(encodekey)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        2    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 semcor.py:1(<module>)
       14    0.000    0.000    0.000    0.000 core.py:8166(_replace_return_type)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:823(__contains__)
       71    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 util.py:26(SelectorSyntaxError)
       16    0.000    0.000    0.000    0.000 arraypad.py:129(_set_pad_area)
       30    0.000    0.000    0.000    0.000 porter.py:201(_contains_vowel)
       24    0.000    0.000    0.000    0.000 _docscrape.py:287(parse_item_name)
      125    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(around)
        1    0.000    0.000    0.000    0.000 porter.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3061(optimise)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 ieer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ibm2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bnc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method regex._regex.compile}
        7    0.000    0.000    0.000    0.000 _regex_core.py:1633(standardise_name)
        1    0.000    0.000    0.000    0.000 dumb.py:1(<module>)
       40    0.000    0.000    0.000    0.000 dataclasses.py:450(_field_init)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 texttiling.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 aligned.py:1(<module>)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        1    0.000    0.000    0.000    0.000 handler.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _regex_core.py:3289(optimise)
       79    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:154(ProjectiveDependencyParser)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 _interface.py:690(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
        7    0.000    0.000    0.000    0.000 _util.py:682(decorator)
       14    0.000    0.000    0.000    0.000 dataclasses.py:370(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chasen.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 _morphology.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 saxutils.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _docscrape.py:573(get_func)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:339(<listcomp>)
        1    0.000    0.000    0.000    0.000 flinalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ksstats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stack_decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 ipipan.py:25(IPIPANCorpusReader)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:323(norm_gen)
      125    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        3    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.000    0.000 ibm1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        7    0.000    0.000    0.000    0.000 porter.py:86(__init__)
      484    0.000    0.000    0.000    0.000 {built-in method fromhex}
        1    0.000    0.000    0.000    0.000 dependencygraph.py:1(<module>)
      338    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:38(Fraction)
       29    0.000    0.000    0.000    0.000 _regex_core.py:3611(__init__)
        1    0.000    0.000    0.000    0.000 shiftreduce.py:1(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:160(_doc)
        1    0.000    0.000    0.000    0.000 ppattach.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ibm_model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _svds.py:1(<module>)
      129    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      188    0.000    0.000    0.000    0.000 dataclasses.py:426(<genexpr>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 cmudict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _setmixin.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2972(__array_finalize__)
       83    0.000    0.000    0.000    0.000 _docscrape.py:426(_str_header)
        1    0.000    0.000    0.000    0.000 _globals.py:97(_CopyMode)
        1    0.000    0.000    0.000    0.000 repp.py:1(<module>)
      130    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 recursivedescent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twitter.py:1(<module>)
        4    0.000    0.000    0.000    0.000 logic.py:132(<listcomp>)
      213    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:322(_sanity_check)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rslp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 report.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       22    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
        3    0.000    0.000    0.000    0.000 blas.py:384(getter)
      311    0.000    0.000    0.000    0.000 css_parser.py:314(get_name)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 punkt.py:534(PunktBaseClass)
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
        1    0.000    0.000    0.000    0.000 css_types.py:33(Immutable)
       13    0.000    0.000    0.000    0.000 inspect.py:1990(_signature_is_builtin)
      129    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
      129    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      129    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      7/4    0.000    0.000    0.000    0.000 _regex_core.py:2978(pack_characters)
        1    0.000    0.000    0.000    0.000 bcp47.py:1(<module>)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        9    0.000    0.000    0.000    0.000 getlimits.py:648(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4918(laplace_gen)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1568(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arlstem2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
      129    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 stanford_segmenter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tnt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prettyprinter.py:1(<module>)
       84    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 kdtree.py:1(<module>)
       22    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      352    0.000    0.000    0.000    0.000 copy.py:182(_deepcopy_atomic)
        8    0.000    0.000    0.000    0.000 _regex_core.py:376(_flatten_code)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 tnc.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _docscrape.py:509(_str_index)
        1    0.000    0.000    0.000    0.000 _rbf.py:1(<module>)
       22    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
      155    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6520(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       98    0.000    0.000    0.000    0.000 constant.py:336(<lambda>)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3090(_compile)
        1    0.000    0.000    0.000    0.000 sonority_sequencing.py:1(<module>)
